選手名,選手ID,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
石山　泰稚,21125137,2015,東京ヤクルト,21,5,5,0,0,0,0,0,0,0.5,479,"111
.1",118,7,38,2,78,4,0,50,45,3.64
石山　泰稚,21125137,2016,東京ヤクルト,13,1,0,0,1,2,0,0,0,1,71,16,23,2,1,0,10,0,0,13,13,7.31
石山　泰稚,21125137,2017,東京ヤクルト,66,3,6,0,24,27,0,0,0,0.333,285,"68
.1",63,5,17,1,76,5,0,29,23,3.03
石山　泰稚,21125137,2018,東京ヤクルト,71,3,2,35,7,10,0,0,0,0.6,296,"73
.2",63,6,15,2,62,0,0,19,17,2.08
石山　泰稚,21125137,2019,東京ヤクルト,34,2,2,10,5,7,0,0,0,0.5,137,33,30,2,8,0,31,3,0,12,10,2.73
石山　泰稚,21125137,2020,東京ヤクルト,44,3,2,20,4,7,0,0,0,0.6,186,"44
.2",42,2,11,1,58,2,0,10,10,2.01
石山　泰稚,21125137,2021,東京ヤクルト,58,0,5,10,9,9,0,0,0,0,226,55,54,6,10,0,64,1,1,23,22,3.6
石山　泰稚,21125137,2022,東京ヤクルト,38,2,0,0,16,18,0,0,0,1,148,36,27,0,14,2,35,2,0,7,7,1.75
石山　泰稚,21125137,2023,東京ヤクルト,50,3,6,0,24,27,0,0,0,0.333,208,47,51,3,13,3,41,1,0,27,23,4.4
石山　泰稚,21125137,2024,東京ヤクルト,37,1,0,5,8,9,0,0,0,1,189,"41
.1",53,2,14,1,39,3,0,20,20,4.35
石山　泰稚,21125137,2025,東京ヤクルト,42,3,3,14,7,10,0,0,0,0.5,153,"40
.2",23,3,8,1,38,0,0,11,10,2.21
中村　優斗,91695150,2025,東京ヤクルト,4,1,2,0,0,0,0,0,0,0.333,81,"16
.1",25,2,6,3,13,0,0,11,10,5.51
清水　昇,51955138,2019,東京ヤクルト,11,0,3,0,0,0,0,0,0,0,124,26,33,7,13,0,24,0,0,25,21,7.27
清水　昇,51955138,2020,東京ヤクルト,52,0,4,0,30,30,0,0,0,0,221,"53
.1",45,10,16,1,58,2,0,23,21,3.54
清水　昇,51955138,2021,東京ヤクルト,72,3,6,1,50,53,0,0,0,0.333,272,"67
.2",55,12,18,2,74,2,1,23,18,2.39
清水　昇,51955138,2022,東京ヤクルト,50,5,4,0,28,33,0,0,0,0.556,173,"46
.2",23,1,14,1,43,0,0,6,6,1.16
清水　昇,51955138,2023,東京ヤクルト,56,1,8,0,38,39,0,0,0,0.111,220,"54
.1",50,6,6,2,47,1,0,20,18,2.98
清水　昇,51955138,2024,東京ヤクルト,17,0,3,2,2,2,0,0,0,0,81,"17
.1",24,1,4,0,8,0,0,14,14,7.27
清水　昇,51955138,2025,東京ヤクルト,35,0,2,1,5,5,0,0,0,0,173,38,51,2,10,1,37,1,0,22,20,4.74
清水　昇,51955138,2026,東京ヤクルト,13,1,0,0,4,5,0,0,0,1,48,"12
.1",8,0,1,0,11,0,0,2,2,1.46
奥川　恭伸,31735151,2020,東京ヤクルト,1,0,1,0,0,0,0,0,0,0,15,2,9,1,0,0,2,0,0,5,5,22.5
奥川　恭伸,31735151,2021,東京ヤクルト,18,9,4,0,0,0,0,0,0,0.692,413,105,99,11,10,2,91,3,1,38,38,3.26
奥川　恭伸,31735151,2022,東京ヤクルト,1,0,0,0,0,0,0,0,0,0,15,4,2,1,1,0,3,0,0,1,1,2.25
奥川　恭伸,31735151,2024,東京ヤクルト,7,3,2,0,0,0,0,0,0,0.6,136,"32
.2",29,4,9,3,12,1,0,12,10,2.76
奥川　恭伸,31735151,2025,東京ヤクルト,18,4,8,0,0,0,0,0,0,0.333,457,100,127,11,33,4,77,3,0,53,48,4.32
奥川　恭伸,31735151,2026,東京ヤクルト,5,1,2,0,0,0,0,0,0,0.333,121,31,26,3,6,0,24,0,0,8,8,2.32
石川　雅規,11315115,2002,ヤクルト,29,12,9,0,,,2,0,2,0.571,735,"178
.1",183,20,29,2,104,5,3,76,66,3.33
石川　雅規,11315115,2003,ヤクルト,30,12,11,0,,,3,0,2,0.522,793,190,201,21,33,7,97,3,1,88,80,3.79
石川　雅規,11315115,2004,ヤクルト,27,11,11,0,,,1,0,0,0.5,708,"163
.1",200,21,22,5,72,4,1,90,79,4.35
石川　雅規,11315115,2005,ヤクルト,26,10,8,0,0,0,0,0,0,0.556,637,"149
.2",180,18,24,4,105,7,0,82,81,4.87
石川　雅規,11315115,2006,東京ヤクルト,29,10,10,0,0,0,0,0,0,0.5,648,151,191,12,17,3,81,4,0,82,76,4.53
石川　雅規,11315115,2007,東京ヤクルト,26,4,7,0,2,3,3,2,2,0.364,405,"96
.2",104,15,16,5,50,2,0,51,47,4.38
石川　雅規,11315115,2008,東京ヤクルト,30,12,10,0,1,1,3,1,2,0.545,792,195,180,21,41,4,112,2,0,59,58,2.68
石川　雅規,11315115,2009,東京ヤクルト,29,13,7,0,0,0,3,0,0,0.65,810,"198
.1",203,25,28,6,84,4,0,81,78,3.54
石川　雅規,11315115,2010,東京ヤクルト,28,13,8,0,0,0,2,1,1,0.619,783,"186
.1",209,20,27,7,98,9,0,81,73,3.53
石川　雅規,11315115,2011,東京ヤクルト,27,10,9,0,0,0,1,0,0,0.526,731,"178
.1",168,18,42,5,127,1,0,57,54,2.73
石川　雅規,11315115,2012,東京ヤクルト,27,8,11,0,0,0,2,1,0,0.421,721,"172
.2",175,14,41,5,100,4,0,77,69,3.6
石川　雅規,11315115,2013,東京ヤクルト,24,6,9,0,0,0,2,0,1,0.4,623,"148
.1",149,15,33,6,85,6,1,73,58,3.52
石川　雅規,11315115,2014,東京ヤクルト,27,10,10,0,0,0,2,2,0,0.5,725,165,181,20,49,6,101,2,0,97,87,4.75
石川　雅規,11315115,2015,東京ヤクルト,25,13,9,0,0,0,1,1,1,0.591,598,"146
.2",150,16,28,3,90,3,0,59,54,3.31
石川　雅規,11315115,2016,東京ヤクルト,20,8,8,0,0,0,0,0,0,0.5,500,"116
.2",126,15,33,2,52,3,1,59,58,4.47
石川　雅規,11315115,2017,東京ヤクルト,23,4,14,0,0,0,0,0,0,0.222,540,"123
.1",149,18,28,4,88,2,1,72,70,5.11
石川　雅規,11315115,2018,東京ヤクルト,22,7,6,0,0,0,0,0,0,0.538,488,"110
.2",121,19,41,4,78,2,0,70,60,4.88
石川　雅規,11315115,2019,東京ヤクルト,23,8,6,0,0,0,0,0,0,0.571,514,"124
.1",117,18,26,4,88,2,1,57,53,3.84
石川　雅規,11315115,2020,東京ヤクルト,15,2,8,0,0,0,0,0,0,0.2,331,"76
.1",85,7,19,2,41,2,0,40,38,4.48
石川　雅規,11315115,2021,東京ヤクルト,17,4,5,0,0,0,1,0,1,0.444,335,82,81,10,16,3,54,1,0,31,28,3.07
石川　雅規,11315115,2022,東京ヤクルト,16,6,4,0,0,0,0,0,0,0.6,357,84,93,16,15,3,39,1,0,45,42,4.5
石川　雅規,11315115,2023,東京ヤクルト,13,2,5,0,0,0,0,0,0,0.286,267,"63
.1",75,11,6,0,22,1,0,32,28,3.98
石川　雅規,11315115,2024,東京ヤクルト,9,1,4,0,0,0,1,1,1,0.2,161,"37
.1",45,4,6,1,10,1,0,20,17,4.1
石川　雅規,11315115,2025,東京ヤクルト,8,2,4,0,1,1,0,0,0,0.333,134,"27
.2",42,3,9,2,9,0,0,28,25,8.13
木澤　尚文,11915153,2022,東京ヤクルト,55,9,3,0,8,17,0,0,0,0.75,284,"70
.1",57,3,21,3,52,5,0,28,23,2.94
木澤　尚文,11915153,2023,東京ヤクルト,56,2,3,0,20,22,0,0,0,0.4,227,53,42,3,26,5,49,2,0,19,16,2.72
木澤　尚文,11915153,2024,東京ヤクルト,55,3,3,5,16,19,0,0,0,0.5,225,53,50,4,20,0,46,5,0,19,18,3.06
木澤　尚文,11915153,2025,東京ヤクルト,42,2,1,0,9,11,0,0,0,0.667,182,"39
.2",40,2,21,4,24,3,1,15,15,3.4
木澤　尚文,11915153,2026,東京ヤクルト,10,0,0,0,3,3,0,0,0,0,36,"8
.2",7,0,5,2,4,1,0,2,2,2.08
吉村　貢司郎,53555157,2023,東京ヤクルト,12,4,2,0,0,0,0,0,0,0.667,257,"60
.1",66,9,14,2,46,1,0,31,29,4.33
吉村　貢司郎,53555157,2024,東京ヤクルト,23,9,8,0,0,0,1,1,1,0.529,584,"138
.1",144,8,39,2,114,0,0,55,49,3.19
吉村　貢司郎,53555157,2025,東京ヤクルト,22,8,6,0,0,0,0,0,0,0.571,546,130,132,14,27,2,85,1,0,51,44,3.05
吉村　貢司郎,53555157,2026,東京ヤクルト,7,2,5,0,0,0,1,0,0,0.286,146,"36
.2",27,5,9,0,30,1,0,17,16,3.93
星　知弥,11815134,2017,東京ヤクルト,24,4,7,0,2,2,0,0,0,0.364,494,"110
.1",116,14,49,5,71,3,0,64,58,4.73
星　知弥,11815134,2018,東京ヤクルト,18,2,0,0,0,1,0,0,0,1,136,"31
.1",24,5,21,0,23,0,0,14,14,4.02
星　知弥,11815134,2019,東京ヤクルト,10,1,3,0,0,1,0,0,0,0.25,67,"12
.2",15,1,15,0,10,1,0,12,12,8.53
星　知弥,11815134,2020,東京ヤクルト,36,0,1,0,3,3,0,0,0,0,216,48,57,7,24,1,40,2,0,28,28,5.25
星　知弥,11815134,2021,東京ヤクルト,25,0,0,1,7,7,0,0,0,0,108,"24
.1",23,2,11,0,28,0,0,14,13,4.81
星　知弥,11815134,2022,東京ヤクルト,7,0,1,0,0,0,0,0,0,0,56,"12
.1",14,2,6,1,12,0,0,6,6,4.38
星　知弥,11815134,2023,東京ヤクルト,47,2,2,0,20,22,0,0,0,0.5,161,40,34,4,16,1,48,2,0,15,15,3.38
星　知弥,11815134,2024,東京ヤクルト,36,1,0,1,2,3,0,0,0,1,166,"37
.1",37,4,18,2,33,1,0,15,15,3.62
星　知弥,11815134,2025,東京ヤクルト,44,1,2,17,17,18,0,0,0,0.333,177,43,38,2,13,1,41,1,0,8,8,1.67
星　知弥,11815134,2026,東京ヤクルト,14,0,1,1,9,9,0,0,0,0,60,"13
.1",16,1,4,0,11,0,0,4,4,2.7
山野　太一,63365153,2021,東京ヤクルト,1,0,0,0,0,0,0,0,0,0,12,"1
.1",5,0,2,1,3,0,0,7,7,47.25
山野　太一,63365153,2023,東京ヤクルト,5,1,3,0,0,0,0,0,0,0.25,112,26,25,2,11,1,15,0,1,13,12,4.15
山野　太一,63365153,2024,東京ヤクルト,14,3,4,0,0,0,0,0,0,0.429,217,"50
.1",59,8,12,2,32,0,0,38,34,6.08
山野　太一,63365153,2025,東京ヤクルト,14,5,3,0,0,0,0,0,0,0.625,339,"78
.2",89,12,21,1,65,1,0,35,32,3.66
山野　太一,63365153,2026,東京ヤクルト,7,5,1,0,0,0,0,0,0,0.833,177,"43
.2",38,3,7,3,40,0,0,12,11,2.27
松本　健吾,3105159,2024,東京ヤクルト,3,1,1,0,0,0,1,1,1,0.5,60,"14
.1",17,2,1,1,12,0,0,7,7,4.4
松本　健吾,3105159,2025,東京ヤクルト,23,1,0,0,0,1,0,0,0,1,131,"33
.2",29,3,7,0,24,0,0,7,7,1.87
松本　健吾,3105159,2026,東京ヤクルト,6,4,0,0,0,1,0,0,0,1,125,32,23,3,10,0,33,0,1,10,8,2.25
小川　泰弘,11515137,2013,東京ヤクルト,26,16,4,0,0,0,4,3,0,0.8,722,178,155,9,45,2,135,2,0,63,58,2.93
小川　泰弘,11515137,2014,東京ヤクルト,17,9,6,0,0,0,0,0,0,0.6,469,"108
.1",119,13,22,3,108,1,1,52,44,3.66
小川　泰弘,11515137,2015,東京ヤクルト,27,11,8,0,0,0,1,1,0,0.579,700,168,152,18,48,4,128,0,0,66,58,3.11
小川　泰弘,11515137,2016,東京ヤクルト,25,8,9,0,0,0,4,1,1,0.471,668,158,149,22,52,6,114,3,0,82,79,4.5
小川　泰弘,11515137,2017,東京ヤクルト,22,8,7,0,1,1,2,1,0,0.533,509,124,104,11,39,0,109,0,0,42,39,2.83
小川　泰弘,11515137,2018,東京ヤクルト,18,8,5,0,0,0,0,0,0,0.615,450,108,109,9,24,1,94,1,0,36,33,2.75
小川　泰弘,11515137,2019,東京ヤクルト,26,5,12,0,0,0,2,1,2,0.294,686,"159
.2",173,26,36,2,132,1,0,91,81,4.57
小川　泰弘,11515137,2020,東京ヤクルト,20,10,8,0,0,0,1,1,0,0.556,515,119,132,20,29,2,83,2,0,64,61,4.61
小川　泰弘,11515137,2021,東京ヤクルト,23,9,6,0,0,0,2,1,2,0.6,529,"128
.1",132,15,30,1,97,2,0,64,59,4.14
